zone,x_upstream,y_upstream,x_core,y_core,x_downstream,y_downstream,l,l_over_xminusx0,b_over_a,detJ_upstream,traceJ_upstream,discJ_upstream,lambda1r_upstream,lambda1i_upstream,lambda2r_upstream,lambda2i_upstream,detJ_core,traceJ_core,discJ_core,lambda1r_core,lambda1i_core,lambda2r_core,lambda2i_core,detJ_downstream,traceJ_downstream,discJ_downstream,lambda1r_downstream,lambda1i_downstream,lambda2r_downstream,lambda2i_downstream,label
611,0.0087,0.000507121,0.0099,0.000507121,0.01255195,0.000507121,0.00385195,0.362503205588193,2.20995833333333,-3123209.6186979,-24.7779037874672,12493452.4193077,-1779.69286034494,0.0,1754.91495655748,0.0,3356089.47664885,-17.0933590070575,-13424065.7236733,-8.54667950352868,1831.94334817382,-8.54667950352868,-1831.94334817382,-10295580.5148102,-73.7539992838168,41187761.7116512,-3245.76160771257,0.0,3172.00760842875,0.0,1
1379,0.0693862,-0.0002852035,0.07482625,-2e-05,0.0903664,-0.000100952,0.0209802,0.262658635915785,2.85661896489922,-1149404.79339698,78.7271640062691,4603817.13994041,1112.18895688252,0.0,-1033.46179287625,0.0,1054765.33713588,-51.6175199725042,-4216396.98017543,-25.8087599862521,1026.6933549234,-25.8087599862521,-1026.6933549234,-364750.144677442,13.503117144502,1459182.91288238,-597.23165992028,0.0,610.734777064782,0.0,1
508,0.1222675,-0.0007028545,0.135149,-0.0010101525,0.151462,-0.00109633,0.0291945,0.213309124518914,1.26638978379847,-482347.761123097,-20.6144390677649,1929815.99959047,684.281867551149,0.0,-704.896306618913,0.0,276895.631282451,-35.2623194240417,-1106339.09395864,-17.6311597120209,525.913275635499,-17.6311597120209,-525.913275635499,-350257.999329873,20.286429910086,1401443.53655799,602.056117449572,0.0,-581.769687539486,0.0,1
202,0.5275705,-0.003191005,0.5364865,-0.002362975,0.538286,-0.002219245,0.0107155000000001,0.020106834268966,0.201828174069096,13008.8986269362,1.508239831832,-52033.3197203546,0.754119915915998,114.054065820069,0.754119915915998,-114.054065820069,30083.4968816896,-15.102262923009,-120105.909181363,-7.5511314615045,173.281497267714,-7.5511314615045,-173.281497267714,6833.29338779797,-9.17908958179999,-27248.9178656412,-4.58954479089999,82.5362312345936,-4.58954479089999,-82.5362312345936,0
1299,0.571629,0.2739315,0.6655855,-0.01387515,0.7636035,-0.00759904,0.1919745,0.287552167880875,1.04322745100126,,,,,,,,48397.2516074791,10.2721557955187,-193483.489245229,5.13607789775938,219.93379074464,5.13607789775938,-219.93379074464,-23863.6592894333,-8.39739073895657,95525.1533289561,-158.734413998665,0.0,150.337023259708,0.0,1
748,0.191366,-0.00128119,0.2020965,-0.000849364,0.2052465,-0.00109633,0.0138805,0.0699952724636769,0.293555752294858,-66963.7591027151,20.8797300683011,268290.999538585,-248.544207612502,0.0,269.423937680803,0.0,77985.8799297713,-27.1042643340635,-311208.878573995,-13.5521321670318,278.930492494992,-13.5521321670318,-278.930492494992,-68991.6018243344,7.05351702692005,276016.159399787,266.212958855135,0.0,-259.159441828215,0.0,0
305,0.0340799,0.0002852035,0.036855,0.000391006,0.04000635,0.0002852035,0.00592645,0.159987851996828,1.1355806997946,-8982317.25032501,34.3269947038178,35930447.3438654,3014.26406889874,0.0,-2979.93707419493,0.0,22978021.4853397,-60.6813767641793,-91908403.7118728,-30.3406883820898,4793.44353549389,-30.3406883820898,-4793.44353549389,-6705661.19251141,159.381513542398,26848047.2369047,2670.44582223497,0.0,-2511.06430869257,0.0,1
252,0.2602525,-0.001826055,0.2914295,-0.00170672,0.296738,-0.00170672,0.0364855,0.131009415779982,0.170269750136318,-94942.4500789281,-11.9349450808064,379912.243229794,302.217635483084,0.0,-314.152580563891,0.0,55681.3262074631,-0.194601702492363,-222725.26696003,-0.097300851246171,235.968889347743,-0.097300851246171,-235.968889347743,-9727.53133234581,-16.6032742653621,39185.7940457141,-107.278647147272,0.0,90.6753728819103,0.0,0
86,0.329168,-0.002219245,0.335053,-0.002362975,0.3398255,-0.002082045,0.0106575,0.0318612961112477,0.810960067969402,-56301.8250331897,0.607346906042263,225207.669003023,-236.976576990954,0.0,237.583923896997,0.0,50139.9181512028,17.9282751455397,-200238.249555117,8.96413757276984,223.739943659551,8.96413757276984,-223.739943659551,-39168.1970739079,-31.7587316020768,157681.405328604,-214.42495586073,0.0,182.666224258653,0.0,0
869,0.0523943,0.000447714,0.0553948,0.000100952,0.06058125,-2e-05,0.00818695,0.144933129336392,1.72852857857024,-1885019.04297862,7.98442607041875,7540139.92297414,1376.95797398613,0.0,-1368.97354791571,0.0,3133803.64114147,36.0199433332664,-12533917.1282482,18.0099716666332,1770.16363143695,18.0099716666332,-1770.16363143695,-1504074.97094351,-5.26301983231917,6016327.58315179,1223.77865629576,0.0,-1229.04167612808,0.0,1
1035,0.413097,-0.00267129,0.415951,-0.00251355,0.4173845,-0.002362975,0.0042875,0.0103253353626782,0.502277505255798,-23586.3461575206,17.7719019257033,94661.2251281394,162.72127292122,0.0,-144.949370995517,0.0,-1775.75770616388,-7.14451785329219,7154.07496001154,-45.8631413956002,0.0,38.718623542308,0.0,-16423.1425834535,-18.7658114374681,66044.7260127207,-137.878748076299,0.0,119.112936638831,0.0,0
1031,0.2536095,-0.001951075,0.272971,-0.00170672,0.2759775,-0.00118661,0.022368,0.0844733726469872,0.155282390310669,-123544.60878374,-4.26924457736559,494196.661584223,-353.630234488972,0.0,349.360989911606,0.0,67720.7607984216,29.8431066516617,-269992.432179064,14.9215533258309,259.803980040272,14.9215533258309,-259.803980040272,-22739.6692364854,-35.7033544365245,92233.4064639618,-169.701443816668,0.0,133.998089380144,0.0,0
285,0.5621835,-0.003380995,0.5640615,-0.003191005,0.565945,-0.003191005,0.0037614999999999,0.006668566568436,1.00292864749727,-36238.5721398437,13.1777571376859,145127.941842555,-183.889428491669,0.0,197.067185629355,0.0,-19296.9145906259,8.26058011824308,77255.8955463936,-134.844433853533,0.0,143.105013971776,0.0,-11725.6600037216,-13.837507331059,47094.1166240234,-115.424648233548,0.0,101.587140902488,0.0,0
1102,0.552881,-0.004235795,0.5621835,-0.00498973,0.5697285,-0.00267129,0.0168475,0.0300148894161327,0.811072292394521,-8510.06751834987,-26.862386943822,34761.8579057191,79.7914672733701,0.0,-106.653854217192,0.0,73562.4238836446,-10.8721158475517,-294131.492631576,-5.43605792377583,271.169454691884,-5.43605792377583,-271.169454691884,-21165.5022338691,-10.1948962773601,84765.9448455824,-150.670406518304,0.0,140.475510240943,0.0,0
669,0.3557435,-0.00358003,0.3633045,-0.00300965,0.3710045,-0.00267129,0.015261,0.0419980515942251,1.01838381166511,-55075.5643732502,32.5109077335275,221359.216614659,251.499591208515,0.0,-218.988683474987,0.0,128967.682815512,-8.7184734147965,-515794.719483365,-4.35923670739825,359.094249286787,-4.35923670739825,-359.094249286787,-24323.0178165421,-2.924183160213,97300.6221133227,-157.427329785069,0.0,154.503146624856,0.0,0
153,0.04000635,0.0002852035,0.0444767,0.000447714,0.04851895,0.0001438535,0.0085126,0.192320161580926,0.904235686243803,-5203716.76775426,50.2732588500396,20817394.4715725,2306.44077790963,0.0,-2256.1675190596,0.0,6770579.61139088,-71.7811791755041,-27077165.9078797,-35.890589587752,2601.78620892838,-35.890589587752,-2601.78620892838,-3388296.72436189,52.035285055163,13555894.5683383,1866.93416482961,0.0,-1814.89887977444,0.0,1
1147,0.05173855,0.000447714,0.0553948,-2e-05,0.06712455,0.000100952,0.015386,0.258886063042273,3.20813675213675,-2128487.35481398,-0.625035941505075,8513949.80992585,1458.621151694,0.0,-1459.24618763551,0.0,6946608.16309497,102.295314264614,-27775968.3210594,51.1476571323071,2635.14555200749,51.1476571323071,-2635.14555200749,-362941.155779324,-69.3611864505441,1456575.59730312,568.762775555743,0.0,-638.123962006287,0.0,1
802,0.0847066,-0.0002358795,0.09625375,6e-05,0.1138225,-0.0002358795,0.0291159,0.293316193948394,1.52147932606747,-420854.900652299,-4.21996471550244,1683437.41071139,-650.846718390056,0.0,646.626753674554,0.0,718195.287758324,-34.2003815694663,-2871611.4849338,-17.1001907847332,847.291491302403,-17.1001907847332,-847.291491302403,-291579.172917203,-10.7865358608577,1166433.04102469,-545.40091626161,0.0,534.614380400752,0.0,1
1255,0.717713,-0.004726645,0.73192,-0.002082045,0.771094,0.000569356,0.053381,0.0717097649325937,2.75737312592385,-42729.9031778523,21.5407530082189,171383.61675157,-196.222145553796,0.0,217.762898562015,0.0,31454.2105279458,-7.69834584506733,-125757.577583033,-3.84917292253367,177.311574342337,-3.84917292253367,-177.311574342337,5407.38327077462,-27.2024834644012,-20889.5579764675,-13.6012417322006,72.2661019712345,-13.6012417322006,-72.2661019712345,0
1334,0.6547265,-0.0007028545,0.7271555,-0.00498973,0.7965605,-0.00841769,0.141834,0.195459616188941,0.958248767758775,-12704.3570744603,-9.6716178881766,50910.9684904159,107.981486372738,0.0,-117.653104260915,0.0,38317.6975852217,-33.0529962625109,-152178.289778957,-16.5264981312554,195.050179299429,-16.5264981312554,-195.050179299429,,,,,,,,1
850,0.3841525,-0.00300965,0.3881755,-0.00358003,0.397706,-0.002362975,0.0135535,0.0346699562644647,2.36900323141934,-31996.3997459544,16.0836811364744,128244.283782717,187.097895885223,0.0,-171.014214748748,0.0,47908.7626757301,20.8613976931203,-191199.85278921,10.4306988465601,218.632026924928,10.4306988465601,-218.632026924928,-42913.5565495756,0.593374617084621,171654.578291739,-206.859400154353,0.0,207.452774771437,0.0,0
218,0.5293425,-0.003380995,0.532904,-0.004475515,0.538286,-0.004726645,0.0089434999999999,0.0167539551445095,1.51116102765689,-43667.0119312229,-23.4273772517643,175216.889729788,197.580894276894,0.0,-221.008271528658,0.0,10999.3068875602,22.4948206154758,-43491.2105957183,11.2474103077379,104.272732048842,11.2474103077379,-104.272732048842,-17663.5558602647,-14.6833338908713,70869.8237352095,125.765267260872,0.0,-140.448601151744,0.0,0
394,0.7586475,0.000188797,0.7636035,0.00128119,0.7660925,0.001380275,0.0074450000000001,0.0097655993808782,0.502219531880557,-13446.3822576363,-1.16930290564349,53786.8962998304,115.375359218778,0.0,-116.544662124422,0.0,2226.99455322645,-29.274546374678,-8050.97914746263,-14.637273187339,44.8636243170975,-14.637273187339,-44.8636243170975,3651.96542662448,-35.8615592615611,-13321.8102738275,-17.9307796307805,57.7100733707458,-17.9307796307805,-57.7100733707458,0
738,0.4899055,-0.00300965,0.565945,-0.00251355,0.6655855,-0.004475515,0.17568,0.304078525925343,1.31037815872014,-38095.3105833039,-9.29186618072924,152467.581110336,-199.881419817507,0.0,190.589553636777,0.0,29238.6188937385,15.9669181664671,-116699.533099219,7.98345908323357,170.806566837475,7.98345908323357,-170.806566837475,-28488.865819805,-22.8190707038973,114476.173267009,157.762103278031,0.0,-180.581173981928,0.0,1
1343,0.4409215,-0.003191005,0.453125,-0.002836535,0.4562225,-0.00267129,0.015301,0.0341104661013171,0.253820625230464,1345.59913482157,-22.8159489247252,-4861.82901395061,-11.4079744623626,34.8634085179239,-11.4079744623626,-34.8634085179239,9681.71343442238,-17.1317911941206,-38433.3554681706,-8.56589559706029,98.0221345770568,-8.56589559706029,-98.0221345770568,-22335.174301367,-0.593763035606006,89341.0497600105,-149.746747492994,0.0,149.152984457388,0.0,0
465,0.6612225,-0.003191005,0.720063,-0.0009278895,0.7636035,-0.001484075,0.102381,0.143710179348215,0.739975017207536,-2307.73284348797,-15.1878401526622,9461.60186245469,-56.2293029329888,0.0,41.0414627803266,0.0,94423.7271133142,-19.1179990457247,-377329.410565745,-9.55899952286236,307.135723486273,-9.55899952286236,-307.135723486273,-52094.3905313298,-22.0875517098105,208865.422065853,-239.55275930296,0.0,217.465207593149,0.0,1
71,0.2779975,-0.001951075,0.2810505,-0.002082045,0.283101,-0.002362975,0.0051034999999999,0.0181911019188252,0.671634457910262,3799.3714889405,7.30820672940593,-15144.0760701623,3.65410336470297,61.5306347890265,3.65410336470297,-61.5306347890265,21900.4790078565,-26.3344854407152,-86908.4109079986,-13.1672427203576,147.401162570041,-13.1672427203576,-147.401162570041,-20017.5070170084,29.9992627982056,80969.9838364694,157.275757151519,0.0,-127.276494353313,0.0,0
745,0.1974415,-0.00159281,0.198984,-0.00170672,0.2028805,-0.00159281,0.005439,0.0271731256338649,2.5260940032415,-145841.84582108,8.86303810121447,583445.936728705,386.349683298102,0.0,-377.486645196887,0.0,85637.4625696668,17.6835611577319,-342237.141943448,8.84178057886594,292.505188818698,8.84178057886594,-292.505188818698,-153501.128551713,13.0823916216027,614175.663177392,-385.30560562357,0.0,398.387997245173,0.0,0
1029,0.5101385,-0.007217395,0.5135825,-0.006505345,0.5364865,-0.00358003,0.0263479999999999,0.0503485011345992,6.65040650406501,-39414.335318319,-4.45999110529722,157677.232793935,-200.772958657574,0.0,196.312967552277,0.0,20070.4963705546,3.94992948568708,-80266.3835392765,1.97496474284355,141.656612570042,1.97496474284355,-141.656612570042,-25884.1815805857,3.51077600157495,103549.051870476,-159.139804493019,0.0,162.650580494594,0.0,0
787,0.114338,-0.000447714,0.1249915,-0.0007028545,0.1527245,-0.000569356,0.0383865,0.287472033699977,2.60318205284648,-273458.668462416,-17.6514273917785,1094146.24673863,514.181515398181,0.0,-531.83294278996,0.0,239321.806350275,-10.9445365477287,-957167.442520854,-5.47226827386438,489.174672923909,-5.47226827386438,-489.174672923909,-147009.411564917,25.1625783548658,588670.801609134,-371.043137055157,0.0,396.205715410022,0.0,1
171,0.0166208,0.000569356,0.0188584,0.000336875,0.02187055,0.000336875,0.00524975,0.272775571654411,1.34615212727923,-37138700.5722373,-436.444343375052,148745285.953813,-6316.28100122118,0.0,5879.83665784612,0.0,59261821.3317121,146.969068560254,-237025685.419735,73.4845342801268,7697.81925969515,73.4845342801268,-7697.81925969515,-27612273.7042066,-114.78960048118,110462271.469205,-5312.44645244167,0.0,5197.65685196049,0.0,1
1263,0.7761255,-0.00555406,0.778653,-0.00555406,0.788839,-0.006853095,0.0127135,0.0162476529020307,4.03006923837783,6149.10519135317,-29.1072257595971,-23749.1901739925,-14.5536128797985,77.0538613146553,-14.5536128797985,-77.0538613146553,14239.5190044574,10.3962384490293,-56849.9942439404,5.19811922451464,119.216184140347,5.19811922451464,-119.216184140347,-55949.7983313813,-2.90825215201402,223807.651256105,-237.995692854504,0.0,235.08744070249,0.0,0
229,0.252672,-0.001826055,0.2554935,-0.001951075,0.2699915,-0.002082045,0.0173195,0.0662739984712917,5.13840155945412,-90179.4129176434,11.4901315979674,360849.674794712,306.098888312828,0.0,-294.608756714861,0.0,84870.1758940279,-2.15578171522748,-339476.056181308,-1.07789085761372,291.322869073691,-1.07789085761372,-291.322869073691,-41881.3727356286,24.5907328988095,168130.195087015,-192.723044362292,0.0,217.313777261102,0.0,0
1202,0.269004,-0.002362975,0.272971,-0.00251355,0.2759775,-0.00300965,0.0069734999999999,0.0255916943969656,0.757877489286631,-52747.6048262977,-7.87357149896483,211052.41243334,225.765419525815,0.0,-233.63899102478,0.0,51233.304591523,-29.161022833366,-204082.853113404,-14.580511416683,225.877651126336,-14.580511416683,-225.877651126336,-15218.4171219973,6.52847531474072,60916.2894779245,126.670365420465,0.0,-120.141890105724,0.0,0
293,0.04296395,0.000188797,0.0453954,6e-05,0.0494746,0.0001438535,0.00651065,0.140864390451819,1.67768204158013,-6943382.7883314,-0.493442796802526,27773531.3968114,2634.78323084177,0.0,-2635.27667363858,0.0,8410167.43827038,-25.1647186233248,-33640036.4900181,-12.5823593116624,2900.00157284518,-12.5823593116624,-2900.00157284518,-2873075.085956,51.273005778487,11494929.2649456,1720.8451379063,0.0,-1669.57213212781,0.0,1
975,0.4364205,-0.002836535,0.4394165,-0.004006965,0.457778,-0.002219245,0.0213575,0.0477690356224038,6.12867156208279,-38893.0519497007,18.0153901532901,155896.762081178,206.426515152884,0.0,-188.411124999594,0.0,37406.1861036564,30.8627162467392,-148672.237160499,15.4313581233696,192.790195005152,15.4313581233696,-192.790195005152,-75650.4889278786,-6.02869326854967,302638.300854041,-278.077203475234,0.0,272.048510206685,0.0,0
239,0.030859,0.0002852035,0.03435365,0.000391006,0.03770405,0.000188797,0.00684505,0.199671689051173,0.958722618860258,-10061174.6339629,-77.8848065293491,40250764.5789398,3133.23211033557,0.0,-3211.11691686492,0.0,64977645.7027177,-61.7150861792502,-259906774.059009,-30.8575430896252,8060.81221185261,-30.8575430896252,-8060.81221185261,-10766940.0327225,139.481041230293,43087215.0917527,3351.78314266291,0.0,-3212.30210143262,0.0,1
350,0.6923285,-0.00300965,0.699168,-0.001951075,0.7271555,-0.005265335,0.0348269999999998,0.0490699437260298,4.09203889173183,12140.3502001303,13.5316130841451,-48378.2962478623,6.76580654207255,109.975333879764,6.76580654207255,-109.975333879764,41799.2424700588,-4.52989150327408,-167176.449963204,-2.26494575163704,204.436084121177,-2.26494575163704,-204.436084121177,-15635.8661924674,-5.84722616662474,62577.6548237133,122.154017634288,0.0,-128.001243800912,0.0,0
642,0.233625,-0.001826055,0.236272,-0.00159281,0.250805,-0.0009278895,0.01718,0.0709287203517535,5.49036645258787,-154315.677851213,-2.85601569890389,617270.868230523,-394.260945696612,0.0,391.404929997708,0.0,111503.209233841,0.998839608362456,-446011.839254801,0.499419804181228,333.920589083243,0.499419804181228,-333.920589083243,-165361.994193811,-6.63937441945417,661492.058067924,-409.980497366031,0.0,403.341122946576,0.0,0
30,0.252672,-0.002082045,0.288283,0.0007744065,0.319935,-0.00251355,0.067263,0.234936003227344,0.888826486198087,-132794.023979143,-7.91371219020792,531238.722757201,-368.387481440039,0.0,360.473769249831,0.0,380550.874882683,-15.4160911086349,-1521965.84366566,-7.70804555431744,616.839898933602,-7.70804555431744,-616.839898933602,-63083.7633257301,2.77329753453702,252342.744482136,252.555289565705,0.0,-249.781992031168,0.0,1
1352,0.0150944,0.000507121,0.017285,0.000447714,0.0204655,0.000569356,0.0053711,0.30208746368803,1.45188532822058,-24480311.489088,-177.599605868379,97952787.5763565,-5037.35483385879,0.0,4859.7552279904,0.0,43316711.0089055,-47.6804353185764,-173264570.61171,-23.8402176592884,6581.50003061061,-23.8402176592884,-6581.50003061061,-22359623.3915911,-157.496325015024,89463298.6587576,-4808.00018208623,0.0,4650.50385707121,0.0,1
1114,0.67218,-0.00300965,0.6810675,-0.002219245,0.683306,-0.002082045,0.011126,0.0164162521781855,0.251870604781987,-19710.8229679517,25.5253974927717,79494.8377889707,153.736843351851,0.0,-128.21144585908,0.0,28232.5568215867,-17.8161131696537,-112612.813397873,-8.90805658482685,167.789163385089,-8.90805658482685,-167.789163385089,28313.6725334912,10.5535611593644,-113143.31248082,5.27678057968221,168.183911597409,5.27678057968221,-168.183911597409,0
1275,0.265085,-0.000569356,0.3010435,-0.002836535,0.342234,-0.002836535,0.077149,0.254064173852621,1.14550106372624,-60015.5474677665,-10.3432034284491,240169.171728228,239.863687442372,0.0,-250.206890870821,0.0,163607.098769664,-10.6754978057873,-654314.428825255,-5.33774890289366,404.44852231936,-5.33774890289366,-404.44852231936,-91364.2336340676,-7.37972363401915,365511.394857185,-305.977553783282,0.0,298.597830149263,0.0,1
1494,0.0188584,0.000507121,0.0211648,0.0002852035,0.0240265,0.0002852035,0.0051681,0.241021898150631,1.24076482830385,-31346663.5188783,-312.619167092491,125484384.819147,-5757.3002284935,0.0,5444.68106140101,0.0,53489205.9105507,60.9581978669718,-213953107.740316,30.4790989334858,7313.5680030392,30.4790989334858,-7313.5680030392,-23847598.6756699,-215.912607589185,95437012.9567957,-4992.54976069548,0.0,4776.63715310629,0.0,1
626,0.05472095,0.0002358795,0.059876,0.0006345535,0.0634453,-2e-05,0.00872435,0.147662297821925,0.692389016595379,-2963937.76340642,41.5237012090708,11857475.2713878,1742.4960977655,0.0,-1700.97239655643,0.0,4314695.6087434,-94.1959867411741,-17249909.5510555,-47.097993370587,2076.65052133571,-47.097993370587,-2076.65052133571,-1814167.38868726,58.8908720609879,7260137.68956116,1376.67756984793,0.0,-1317.78669778694,0.0,1
155,0.448514,-0.002082045,0.457778,-0.00251355,0.4899055,-0.004726645,0.0413915,0.0882153450562356,3.4679943868739,-29128.9858105534,-15.1146121412738,116744.394742395,-178.39670049007,0.0,163.282088348796,0.0,27340.5619388626,19.8545494042027,-108968.044623406,9.92727470210135,165.051540907232,9.92727470210135,-165.051540907232,-53363.1047552327,2.44379943209807,213458.391176595,-229.785887585914,0.0,232.229687018012,0.0,0
450,0.2699915,-0.0007744065,0.2914295,-0.00128119,0.350779,-0.00159281,0.0807875,0.260281376128537,2.76842522623379,-93866.3649392109,21.9290926084275,375946.344859472,317.536864387351,0.0,-295.607771778923,0.0,136675.333927971,-9.65574748989191,-546608.102252295,-4.82787374494595,369.664747525476,-4.82787374494595,-369.664747525476,-46240.7579477737,3.33201101729901,184974.134088514,-213.377091386202,0.0,216.709102403501,0.0,1
240,0.05438555,2e-05,0.0553948,2e-05,0.0584783,0.000391006,0.00409275,0.0725254366212034,3.05523903889026,-659529.547596423,-87.5875924981576,2645789.77674532,-857.087989137685,0.0,769.500396639527,0.0,459588.810793273,173.785707190659,-1808153.77114933,86.8928535953293,672.338042049781,86.8928535953293,-672.338042049781,-515678.563185427,-19.3836981715512,2063089.98049651,-727.864874981436,0.0,708.481176809885,0.0,0
1349,0.6634005,-0.00585653,0.6923285,-0.002362975,0.7060695,-0.004006965,0.0426690000000001,0.0623146180639226,0.475006913716819,-6043.82873653709,-6.00994530691631,24211.4343887405,-80.8050921725509,0.0,74.7951468656346,0.0,65654.2600512114,-5.19000482104798,-262590.104054803,-2.595002410524,256.21773165357,-2.595002410524,-256.21773165357,5519.77042696942,-21.7944068703209,-21604.0855370486,-10.8972034351604,73.4916415945524,-10.8972034351604,-73.4916415945524,0
1079,0.610875,-0.004475515,0.683306,0.00251355,0.741536,-0.002836535,0.130661,0.193226763165931,0.80393754055584,-40121.479428711,-17.6285037095806,160796.681857883,-209.311559728165,0.0,191.683056018584,0.0,146418.248945125,-17.1807057174292,-585377.819131552,-8.59035285871459,382.549937632838,-8.59035285871459,-382.549937632838,-28693.425832961,39.6126133857001,116342.862471089,190.351654380121,0.0,-150.739040994421,0.0,1
180,0.1380695,-0.0009278895,0.1446545,-0.001380275,0.145875,-0.001484075,0.0078054999999999,0.0549790540052721,0.185345482156414,-233232.406690887,-18.386805791456,933267.70139076,473.835504466647,0.0,-492.222310258103,0.0,144739.685729488,21.8615883400493,-578480.813873203,10.9307941700246,380.289631029168,10.9307941700246,-380.289631029168,-102820.716399147,18.5900785902967,411628.456618583,-311.496347987375,0.0,330.086426577672,0.0,0
832,0.286201,-0.001484075,0.2924845,-0.001380275,0.296738,-0.001826055,0.010537,0.0361512954185602,0.676931646375417,-66758.5762846086,51.5920513248087,269696.044898336,285.457365150176,0.0,-233.865313825368,0.0,65263.3109646517,-9.39734408357778,-260964.933782782,-4.6986720417889,255.423635252683,-4.6986720417889,-255.423635252683,-40392.7394849909,4.21646534140026,161588.736519939,203.098740232587,0.0,-198.882274891186,0.0,0
548,0.1339925,-0.000507121,0.149583,-2e-05,0.16244,-0.00159281,0.0284475,0.191932396076678,0.82466886886245,-514550.288230214,8.12093304083947,2058267.10247431,721.393566006689,0.0,-713.272632965849,0.0,1469393.05953701,-19.2766062930938,-5877200.65059786,-9.63830314654692,1212.14692288083,-9.63830314654692,-1212.14692288083,-402951.265822303,4.18028198119652,1611822.53804666,636.878006747076,0.0,-632.697724765879,0.0,1
1180,0.1033415,-0.000336875,0.117994,-6e-05,0.136896,-0.000849364,0.0335545,0.279344398772049,1.29001876812831,-381112.227801259,-17.2661712404138,1524747.03187434,-626.036323357575,0.0,608.770152117161,0.0,315108.787912049,-14.4793563063049,-1260225.49988915,-7.23967815315248,561.298828586243,-7.23967815315248,-561.298828586243,-254129.433091236,5.30383039054152,1016545.86298175,506.771410697516,0.0,-501.467580306975,0.0,1
345,0.683306,-0.00585653,0.717713,-0.00841769,0.724784,-0.005265335,0.041478,0.0589138478364309,0.205510506582964,-27635.6296660839,-8.7167900973368,110618.501093937,161.938403698283,0.0,-170.65519379562,0.0,20205.1849677341,15.2432362649551,-80588.3836191073,7.62161813247753,141.940466058051,7.62161813247753,-141.940466058051,-4581.35854208662,-28.5775409649574,19142.1100159503,-83.4662776939097,0.0,54.8887367289522,0.0,0
1105,0.4866045,-0.004235795,0.493227,-0.004235795,0.496568,-0.004475515,0.0099635,0.0202680607929941,0.504492261230661,-32215.3626053429,7.23374668120757,128913.777512419,-175.905950774061,0.0,183.139697455269,0.0,21137.2944617474,26.6392989168432,-83839.5256002085,13.3196494584216,144.775278967274,13.3196494584216,-144.775278967274,-13095.4290205805,-13.2774603415857,52558.0070354444,-121.266395936354,0.0,107.988935594768,0.0,0
6,0.06164715,6e-05,0.0667516,0.000391006,0.0800888,-0.000391006,0.01844165,0.26022544033465,2.6128574087316,-1717001.68821602,14.5037935358411,6868217.11289101,1317.61607447683,0.0,-1303.11228094099,0.0,1777392.03524933,1.7519172287144,-7109565.07178334,0.875958614357245,1333.18838426752,0.875958614357245,-1333.18838426752,-216944.030014231,-54.8101578793529,870780.273463684,-493.983119963813,0.0,439.17296208446,0.0,1
14,0.0825885,-0.000188797,0.0917045,-0.00128119,0.106268,-0.000507121,0.0236795,0.250767116832092,1.59757569109259,-542972.999966872,-34.9126408747533,2173110.89236034,719.617436448652,0.0,-754.530077323405,0.0,1730039.85092296,45.3297849329178,-6918104.61428977,22.6648924664589,1315.1145020767,22.6648924664589,-1315.1145020767,-552867.510445639,24.8878331311686,2212089.44602052,-731.21081615998,0.0,756.098649291149,0.0,1
648,0.0321868,0.000336875,0.03517985,0.000391006,0.0385609,0.000336875,0.0063740999999999,0.180192430283953,1.12963365129216,-12305715.6193564,87.2745067697156,49230479.3169574,3551.8590008289,0.0,-3464.58449405919,0.0,44572901.4164344,-18.2961673646913,-178291270.915997,-9.14808368234571,6676.28772065729,-9.14808368234571,-6676.28772065729,-10396043.3058107,-3.0334014087091,41584182.4247671,3222.77323759086,0.0,-3225.80663899957,0.0,1
237,0.3736025,-0.00170672,0.3775285,-0.002362975,0.3801665,-0.002362975,0.006564,0.0174164764005949,0.671930718288297,-17091.5046734972,-25.2799214490333,69005.0931224581,-143.984063297166,0.0,118.704141848132,0.0,31919.74574447,-15.4914204509968,-127438.99887029,-7.74571022549841,178.492996270365,-7.74571022549841,-178.492996270365,-11113.2636857102,-33.6511958809055,45585.4577270559,89.9281581141422,0.0,-123.579353995048,0.0,0
848,0.0292919,0.000336875,0.0321868,0.000447714,0.03435365,0.000336875,0.00506175,0.159060609893386,0.748505993298558,-16071347.6231117,47.584888000285,64287654.8140126,4032.77157883025,0.0,-3985.18669082996,0.0,19221470.1561745,-153.671732335346,-76862265.6233792,-76.8358661676731,4383.5563650813,-76.8358661676731,-4383.5563650813,-8958349.40379007,-12.9034801602641,35833564.1149605,2986.60539748676,0.0,-2999.50887764703,0.0,1
1329,0.04632255,0.000100952,0.04851895,0.0001438535,0.05206595,0.000100952,0.0057434,0.116749416852579,1.6149153159716,-3300072.48091172,216.644526779133,13247224.7746302,1928.1591224672,0.0,-1711.51459568807,0.0,3703776.35345274,-3.84387304618235,-14815090.638451,-1.92193652309119,1924.51881248606,-1.92193652309119,-1924.51881248606,-2621630.23869693,24.2182820554139,10487107.4799734,1631.29933059574,0.0,-1607.08104854032,0.0,1
