zone,x_upstream,y_upstream,x_core,y_core,x_downstream,y_downstream,l,l_over_xminusx0,b_over_a,detJ_upstream,traceJ_upstream,discJ_upstream,lambda1r_upstream,lambda1i_upstream,lambda2r_upstream,lambda2i_upstream,detJ_core,traceJ_core,discJ_core,lambda1r_core,lambda1i_core,lambda2r_core,lambda2i_core,detJ_downstream,traceJ_downstream,discJ_downstream,lambda1r_downstream,lambda1i_downstream,lambda2r_downstream,lambda2i_downstream,labelled,accepted (1=accept,0=reject,2=unlabelled)
1,0.0138116,0.000507121,0.0177311,0.000391006,0.0204655,0.000391006,0.0066539,0.388241712396906,0.697640005102691,-4449657.20975997,165.867660823685,17826140.919947,-2028.11691033002,0,2193.9845711537,0,21286241.95901,122.078112823886,-85130064.7704094,61.0390564119433,4613.29775676818,61.0390564119433,-4613.29775676818,-20287230.8869762,223.224907324363,81198752.9071547,-4393.90507785278,0,4617.12998517714,0,0,2
1,0.0204655,0.000391006,0.0233013,0.000336875,0.0262421,0.000391006,0.0057766,0.24735160873177,1.03702658861697,-20287230.8869762,223.224907324363,81198752.9071547,-4393.90507785278,0,4617.12998517714,0,27359494.0144649,146.383827027368,-109416547.833045,73.1919135136841,5230.11825471099,73.1919135136841,-5230.11825471099,-31233985.3598715,470.343796801382,125157164.726676,-5358.51125151662,0,5828.85504831801,0,0,2
1,0.0262421,0.000391006,0.0292919,0.000100952,0.03380695,0.0002852035,0.00756485,0.251955692887731,1.48044134041577,-31233985.3598715,470.343796801382,125157164.726676,-5358.51125151662,0,5828.85504831801,0,34809032.5006569,48.8675862648424,-139233741.96164,24.4337931324212,5899.86741295175,24.4337931324212,-5899.86741295175,-11449817.2116271,90.1687519454487,45807399.2503358,-3338.97381096555,0,3429.142562911,0,0,2
1,0.03380695,0.0002852035,0.0374202,0.0002358795,0.04177015,-2e-05,0.0079632,0.210730499053285,1.20388846606241,-11449817.2116271,90.1687519454487,45807399.2503358,-3338.97381096555,0,3429.142562911,0,69307930.3917606,-136.913010019455,-277212976.39473,-68.4565050097275,8324.85700169573,-68.4565050097275,-8324.85700169573,-7446762.54954941,241.118180442346,29845188.1751375,2852.09657738557,0,-2610.97839694322,0,0,2
1,0.04177015,-2e-05,0.04601255,-0.000100952,0.05108675,-0.0006345535,0.0093166,0.200665755587361,1.19606826324722,-7446762.54954941,241.118180442346,29845188.1751375,2852.09657738557,0,-2610.97839694322,0,41494767.7299499,153.849969808364,-165955401.10659,76.9249849041817,6441.18391886518,76.9249849041817,-6441.18391886518,-5380032.74639233,254.987117351426,21585149.4155845,2450.4845947962,0,-2195.49747744477,0,0,2
1,0.05108675,-0.0006345535,0.05573325,-0.000849364,0.0627228,-0.000849364,0.01163605,0.204482839972568,1.5042612719251,-5380032.74639233,254.987117351426,21585149.4155845,2450.4845947962,0,-2195.49747744477,0,21537872.9630429,27.5166154133362,-86150734.688048,13.7583077066679,4640.87100359534,13.7583077066679,-4640.87100359534,-2308279.61233471,139.08043802024,9252461.81757874,-1451.35276026051,0,1590.43319828075,0,0,2
1,0.0627228,-0.000849364,0.0690064,0.000188797,0.0740349,-0.0010101525,0.0113121,0.165432732489652,0.80025781399198,-2308279.61233471,139.08043802024,9252461.81757874,-1451.35276026051,0,1590.43319828075,0,29232840.3407355,-185.572700564185,-116896924.135747,-92.7863502820923,5405.94404650445,-92.7863502820923,-5405.94404650445,-2897655.06985117,153.915219373488,11614310.1741595,1780.94632547681,0,-1627.03110610332,0,0,2
1,0.0740349,-0.0010101525,0.0768258,-0.00118661,0.08300955,-0.000849364,0.00897465,0.114294392447489,2.21568311297431,-2897655.06985117,153.915219373488,11614310.1741595,1780.94632547681,0,-1627.03110610332,0,4056725.97804701,36.8605541682867,-16225545.2117345,18.4302770841434,2014.04724446415,18.4302770841434,-2014.04724446415,-1233016.27551187,38.3722816422801,4933537.53404593,-1091.39225961328,0,1129.76454125556,0,0,2
1,0.08300955,-0.000849364,0.0890404,-0.000507121,0.09487445,-0.00159281,0.0118649,0.133400418250096,0.967367783977386,-1233016.27551187,38.3722816422801,4933537.53404593,-1091.39225961328,0,1129.76454125556,0,11218870.7786136,-205.530334693951,-44833240.395975,-102.765167346976,3347.88143442891,-102.765167346976,-3347.88143442891,-1038319.53234191,-11.0212823247264,4153399.59803174,1013.48391206544,0,-1024.50519439017,0,0,2
1,0.09487445,-0.00159281,0.1052865,-0.001484075,0.120118,-0.003380995,0.02524355,0.234831967355133,1.4244553185972,-1038319.53234191,-11.0212823247264,4153399.59803174,1013.48391206544,0,-1024.50519439017,0,3045342.82469385,-50.0807079075937,-12178863.2214709,-25.0403539537968,1744.91140330039,-25.0403539537968,-1744.91140330039,-301726.932502482,38.8847727423701,1208419.75556115,569.083122571013,0,-530.198349828643,0,0,2
